mean_acc_[O_IFA],mean_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],mean_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],mean_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],mean_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],mean_kappa_[O_IFA],mean_kappa_[SADWIN_IFA],mean_kappa_[PADWIN_IFA],mean_kappa_[NDKSWIN_IFA],mean_kappa_m_[O_IFA],mean_kappa_m_[SADWIN_IFA],mean_kappa_m_[PADWIN_IFA],mean_kappa_m_[NDKSWIN_IFA],window,estimators
0.511512,0.535536,0.546547,0.493493,0.463551,0.489203,0.482938,0.450192,0.366954,0.387311,0.386591,0.356580,0.330428,0.348537,0.346192,0.320666,0.090213,0.138942,0.136226,0.063159,-0.159145,-0.102138,-0.076010,-0.201900,100,20
0.495495,0.518519,0.530531,0.492492,0.447382,0.485399,0.461970,0.440460,0.354072,0.390317,0.370357,0.348609,0.318974,0.348125,0.332803,0.314631,0.059232,0.133816,0.099689,0.047691,-0.202864,-0.147971,-0.119332,-0.210024,100,30
0.413413,0.405405,0.420420,0.468468,0.405714,0.397402,0.420914,0.450038,0.355700,0.348458,0.372949,0.394028,0.265921,0.260447,0.275550,0.296994,0.050055,0.037087,0.072041,0.125626,-0.395238,-0.414286,-0.378571,-0.264286,250,20
0.423423,0.419419,0.434434,0.384384,0.410589,0.412361,0.422792,0.383661,0.358759,0.361869,0.369620,0.340887,0.269824,0.270175,0.277692,0.250723,0.060076,0.060468,0.078753,0.014322,-0.377990,-0.387560,-0.351675,-0.471292,250,30
0.526527,0.534535,0.553554,0.518519,0.448334,0.470761,0.476000,0.435329,0.347668,0.362570,0.370032,0.338203,0.330721,0.344368,0.349811,0.322966,0.046071,0.084169,0.102019,0.023431,-0.142512,-0.123188,-0.077295,-0.161836,50,20
0.531532,0.535536,0.560561,0.535536,0.453541,0.440350,0.469244,0.446206,0.352019,0.347114,0.371384,0.349838,0.334403,0.329986,0.348356,0.332223,0.056815,0.044774,0.099568,0.051148,-0.122302,-0.112710,-0.052758,-0.112710,50,30
