AnomalyRate,samples_seen_AnomalyRate,SADWIN,samples_seen_SADWIN,PADWIN,samples_seen_PADWIN,NDKSWIN,samples_seen_NDKSWIN,param,window,estimators
1,100,0,200,0,200,0,100,result_Number0_for_WS100_NE30updated_count.csv,100,30
1,200,0,300,0,300,0,200,,,
1,300,0,400,0,400,1,300,,,
1,400,0,500,0,500,0,400,,,
1,500,0,600,0,600,0,500,,,
1,600,0,700,0,700,0,600,,,
1,700,0,800,0,800,0,700,,,
1,800,0,900,0,900,0,800,,,
1,900,,,,,0,900,,,
,id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],current_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],current_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],current_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],current_recall_[NDKSWIN_IFA],true_value,predicted_value_[O_IFA],predicted_value_[SADWIN_IFA],predicted_value_[PADWIN_IFA],predicted_value_[NDKSWIN_IFA],mean_kappa_[O_IFA],current_kappa_[O_IFA],mean_kappa_[SADWIN_IFA],current_kappa_[SADWIN_IFA],mean_kappa_[PADWIN_IFA],current_kappa_[PADWIN_IFA],mean_kappa_[NDKSWIN_IFA],current_kappa_[NDKSWIN_IFA],mean_kappa_m_[O_IFA],current_kappa_m_[O_IFA],mean_kappa_m_[SADWIN_IFA],current_kappa_m_[SADWIN_IFA],mean_kappa_m_[PADWIN_IFA],current_kappa_m_[PADWIN_IFA],mean_kappa_m_[NDKSWIN_IFA],current_kappa_m_[NDKSWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[NDKSWIN_IFA],testing_time_[NDKSWIN_IFA],total_running_time_[NDKSWIN_IFA],model_size_[O_IFA],model_size_[SADWIN_IFA],model_size_[PADWIN_IFA],model_size_[NDKSWIN_IFA],param,window,estimators
0,999,0.407407,0.407407,0.360360,0.360360,0.405405,0.405405,0.417417,0.417417,0.377146,0.377146,0.338096,0.338096,0.373354,0.373354,0.389544,0.389544,0.309026,0.309026,0.282009,0.282009,0.305196,0.305196,0.320254,0.320254,0.275155,0.275155,0.249009,0.249009,0.271296,0.271296,0.286383,0.286383,0.000000,0.000000,1.000000,1.000000,0.000000,-0.058581,-0.058581,-0.118983,-0.118983,-0.068257,-0.068257,-0.031278,-0.031278,-0.741176,-0.741176,-0.879412,-0.879412,-0.747059,-0.747059,-0.711765,-0.711765,1.104951,44.287327,45.392278,0.507208,43.971478,44.478686,0.483712,44.129365,44.613076,0.199271,43.435275,43.634546,610.224609,638.774414,665.571289,640.769531,result_Number0_for_WS100_NE30.csv,100,30
