id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],current_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],current_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],current_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],current_recall_[NDKSWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[NDKSWIN_IFA],testing_time_[NDKSWIN_IFA],total_running_time_[NDKSWIN_IFA],model_size_[O_IFA],model_size_[SADWIN_IFA],model_size_[PADWIN_IFA],model_size_[NDKSWIN_IFA],param,window,estimators
9999,0.680668,0.680668,0.389039,0.389039,0.478048,0.478048,0.400140,0.400140,0.595844,0.595844,0.346403,0.346403,0.407466,0.407466,0.357687,0.357687,0.453200,0.453200,0.301657,0.301657,0.332905,0.332905,0.310076,0.310076,0.506185,0.506185,0.287608,0.287608,0.330708,0.330708,0.299371,0.299371,5.860521,840.849893,846.710415,6.197455,844.643978,850.841433,6.598041,870.736913,877.334954,0.641756,849.815687,850.457443,638.572266,620.317383,640.875977,640.871094,result_Number0_for_WS100_NE30.csv,100,30
9999,0.782578,0.782578,0.561156,0.561156,0.584758,0.584758,0.557856,0.557856,0.696180,0.696180,0.448101,0.448101,0.451003,0.451003,0.417969,0.417969,0.515847,0.515847,0.348576,0.348576,0.347917,0.347917,0.325121,0.325121,0.561031,0.561031,0.339995,0.339995,0.336838,0.336838,0.308853,0.308853,7.531106,5296.772770,5304.303875,7.598679,5452.133287,5459.731965,8.012378,5492.700970,5500.713348,0.404890,5428.815148,5429.220037,1950.798828,2166.848633,2002.575195,2160.726562,result_Number0_for_WS500_NE30.csv,500,30
