AnomalyRate,samples_seen_AnomalyRate,SADWIN,samples_seen_SADWIN,PADWIN,samples_seen_PADWIN,NDKSWIN,samples_seen_NDKSWIN,param,window,estimators
1,50,0,100,0,100,0,50,result_Number0_for_WS50_NE30updated_count.csv,50,30
1,100,0,150,0,150,0,100,,,
1,150,0,200,0,200,1,150,,,
1,200,0,250,0,250,0,200,,,
1,250,0,300,0,300,0,250,,,
1,300,0,350,0,350,0,300,,,
1,350,0,400,0,400,0,350,,,
1,400,0,450,0,450,1,400,,,
1,450,0,500,0,500,0,450,,,
1,500,0,550,0,550,0,500,,,
1,550,0,600,0,600,0,550,,,
1,600,0,650,0,650,0,600,,,
1,650,0,700,0,700,0,650,,,
1,700,0,750,0,750,0,700,,,
1,750,0,800,0,800,0,750,,,
1,800,0,850,0,850,0,800,,,
1,850,0,900,0,900,0,850,,,
1,900,0,950,0,950,1,900,,,
1,950,,,,,0,950,,,
,id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],current_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],current_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],current_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],current_recall_[NDKSWIN_IFA],true_value,predicted_value_[O_IFA],predicted_value_[SADWIN_IFA],predicted_value_[PADWIN_IFA],predicted_value_[NDKSWIN_IFA],mean_kappa_[O_IFA],current_kappa_[O_IFA],mean_kappa_[SADWIN_IFA],current_kappa_[SADWIN_IFA],mean_kappa_[PADWIN_IFA],current_kappa_[PADWIN_IFA],mean_kappa_[NDKSWIN_IFA],current_kappa_[NDKSWIN_IFA],mean_kappa_m_[O_IFA],current_kappa_m_[O_IFA],mean_kappa_m_[SADWIN_IFA],current_kappa_m_[SADWIN_IFA],mean_kappa_m_[PADWIN_IFA],current_kappa_m_[PADWIN_IFA],mean_kappa_m_[NDKSWIN_IFA],current_kappa_m_[NDKSWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[NDKSWIN_IFA],testing_time_[NDKSWIN_IFA],total_running_time_[NDKSWIN_IFA],model_size_[O_IFA],model_size_[SADWIN_IFA],model_size_[PADWIN_IFA],model_size_[NDKSWIN_IFA],param,window,estimators
0,999,0.459459,0.459459,0.408408,0.408408,0.426426,0.426426,0.490490,0.490490,0.397180,0.397180,0.336545,0.336545,0.367250,0.367250,0.427247,0.427247,0.309666,0.309666,0.262480,0.262480,0.287943,0.287943,0.331967,0.331967,0.291492,0.291492,0.244339,0.244339,0.268630,0.268630,0.314765,0.314765,0.000000,0.000000,1.000000,1.000000,1.000000,-0.064885,-0.064885,-0.194800,-0.194800,-0.125002,-0.125002,-0.003121,-0.003121,-0.588235,-0.588235,-0.738235,-0.738235,-0.685294,-0.685294,-0.497059,-0.497059,1.405926,20.031811,21.437737,0.408579,19.606379,20.014958,0.391722,19.726129,20.117851,0.344337,19.764506,20.108843,380.080078,396.575195,393.063477,387.589844,result_Number0_for_WS50_NE30.csv,50,30
