# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=None, drift_stream=AGRAWALGenerator(balance_classes=False, classification_function=3, perturbation=0.0, random_state=112), position=175, random_state=None, stream=AGRAWALGenerator(balance_classes=False, classification_function=0, perturbation=0.0, random_state=1), width=50)
# [O_IFA] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.0, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='AnomalyRate', window_size=100)
# [M_IFA] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.0, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='MAnomalyRate', window_size=100)
# [SADWIN_IFA] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.0, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='SADWIN', window_size=100)
# [MSADWIN_IFA] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.0, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='SMADWIN', window_size=100)
# [PADWIN_IFA] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.0, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='PADWIN', window_size=100)
# [MPADWIN_IFA] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.0, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='PMADWIN', window_size=100)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=400, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'true_vs_predicted', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=400, output_file='results/DriftStreamGenerator_2020-11-26 ' '17:32:29.392859/result_Number1_for_WS100_NE30.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[M_IFA],current_acc_[M_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[MSADWIN_IFA],current_acc_[MSADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[MPADWIN_IFA],current_acc_[MPADWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[M_IFA],current_f1_[M_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[MSADWIN_IFA],current_f1_[MSADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[MPADWIN_IFA],current_f1_[MPADWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[M_IFA],current_precision_[M_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[MSADWIN_IFA],current_precision_[MSADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[MPADWIN_IFA],current_precision_[MPADWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[M_IFA],current_recall_[M_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[MSADWIN_IFA],current_recall_[MSADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[MPADWIN_IFA],current_recall_[MPADWIN_IFA],true_value,predicted_value_[O_IFA],predicted_value_[M_IFA],predicted_value_[SADWIN_IFA],predicted_value_[MSADWIN_IFA],predicted_value_[PADWIN_IFA],predicted_value_[MPADWIN_IFA],mean_kappa_[O_IFA],current_kappa_[O_IFA],mean_kappa_[M_IFA],current_kappa_[M_IFA],mean_kappa_[SADWIN_IFA],current_kappa_[SADWIN_IFA],mean_kappa_[MSADWIN_IFA],current_kappa_[MSADWIN_IFA],mean_kappa_[PADWIN_IFA],current_kappa_[PADWIN_IFA],mean_kappa_[MPADWIN_IFA],current_kappa_[MPADWIN_IFA],mean_kappa_m_[O_IFA],current_kappa_m_[O_IFA],mean_kappa_m_[M_IFA],current_kappa_m_[M_IFA],mean_kappa_m_[SADWIN_IFA],current_kappa_m_[SADWIN_IFA],mean_kappa_m_[MSADWIN_IFA],current_kappa_m_[MSADWIN_IFA],mean_kappa_m_[PADWIN_IFA],current_kappa_m_[PADWIN_IFA],mean_kappa_m_[MPADWIN_IFA],current_kappa_m_[MPADWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[M_IFA],testing_time_[M_IFA],total_running_time_[M_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[MSADWIN_IFA],testing_time_[MSADWIN_IFA],total_running_time_[MSADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[MPADWIN_IFA],testing_time_[MPADWIN_IFA],total_running_time_[MPADWIN_IFA],model_size_[O_IFA],model_size_[M_IFA],model_size_[SADWIN_IFA],model_size_[MSADWIN_IFA],model_size_[PADWIN_IFA],model_size_[MPADWIN_IFA]
399,0.411028,0.411028,0.408521,0.408521,0.408521,0.408521,0.403509,0.403509,0.431078,0.431078,0.443609,0.443609,0.409714,0.409714,0.408063,0.408063,0.400651,0.400651,0.407891,0.407891,0.432754,0.432754,0.444894,0.444894,0.361111,0.361111,0.358840,0.358840,0.357948,0.357948,0.355963,0.355963,0.380602,0.380602,0.392661,0.392661,0.277361,0.277361,0.275525,0.275525,0.276615,0.276615,0.271090,0.271090,0.290306,0.290306,0.298833,0.298833,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.063680,0.063680,0.059329,0.059329,0.061766,0.061766,0.048887,0.048887,0.094614,0.094614,0.114902,0.114902,-0.223958,-0.223958,-0.229167,-0.229167,-0.229167,-0.229167,-0.239583,-0.239583,-0.182292,-0.182292,-0.156250,-0.156250,0.621203,13.668910,14.290114,0.476867,13.519174,13.996041,0.548667,17.729924,18.278591,0.424346,26.031962,26.456309,0.408493,26.139215,26.547707,0.425856,26.078796,26.504652,676.304688,672.172852,678.608398,1756.058594,1769.612305,1852.199219
