id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],current_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],current_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],current_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],current_recall_[NDKSWIN_IFA],true_value,predicted_value_[O_IFA],predicted_value_[SADWIN_IFA],predicted_value_[PADWIN_IFA],predicted_value_[NDKSWIN_IFA],mean_kappa_[O_IFA],current_kappa_[O_IFA],mean_kappa_[SADWIN_IFA],current_kappa_[SADWIN_IFA],mean_kappa_[PADWIN_IFA],current_kappa_[PADWIN_IFA],mean_kappa_[NDKSWIN_IFA],current_kappa_[NDKSWIN_IFA],mean_kappa_m_[O_IFA],current_kappa_m_[O_IFA],mean_kappa_m_[SADWIN_IFA],current_kappa_m_[SADWIN_IFA],mean_kappa_m_[PADWIN_IFA],current_kappa_m_[PADWIN_IFA],mean_kappa_m_[NDKSWIN_IFA],current_kappa_m_[NDKSWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[NDKSWIN_IFA],testing_time_[NDKSWIN_IFA],total_running_time_[NDKSWIN_IFA],model_size_[O_IFA],model_size_[SADWIN_IFA],model_size_[PADWIN_IFA],model_size_[NDKSWIN_IFA],param,window,estimators
9999,0.552055,0.552055,0.548455,0.548455,0.567257,0.567257,0.555356,0.555356,0.471026,0.471026,0.460698,0.460698,0.486907,0.486907,0.474198,0.474198,0.355059,0.355059,0.347764,0.347764,0.366937,0.366937,0.357447,0.357447,0.351499,0.351499,0.343896,0.343896,0.363473,0.363473,0.353868,0.353868,0.000000,1.000000,1.000000,1.000000,1.000000,0.065063,0.065063,0.043150,0.043150,0.100218,0.100218,0.072083,0.072083,-0.161566,-0.161566,-0.170902,-0.170902,-0.122147,-0.122147,-0.153008,-0.153008,10.834533,469.161511,479.996043,4.415787,453.969695,458.385482,4.320095,459.597154,463.917250,1.401955,452.200121,453.602077,670.623047,716.442383,721.954102,701.148438,result_Number0_for_WS100_NE30.csv,100,30
9999,0.501450,0.501450,0.517652,0.517652,0.518952,0.518952,0.516652,0.516652,0.457362,0.457362,0.476790,0.476790,0.470687,0.470687,0.463658,0.463658,0.357866,0.357866,0.378588,0.378588,0.365944,0.365944,0.358419,0.358419,0.340747,0.340747,0.360067,0.360067,0.349028,0.349028,0.341522,0.341522,0.000000,1.000000,1.000000,1.000000,1.000000,0.064953,0.064953,0.114066,0.114066,0.087983,0.087983,0.068840,0.068840,-0.292790,-0.292790,-0.250778,-0.250778,-0.247407,-0.247407,-0.253371,-0.253371,9.902736,2909.311230,2919.213966,5.297309,2845.510344,2850.807653,5.258143,2823.703946,2828.962089,1.666394,2860.021929,2861.688323,2281.666016,2268.622070,2377.418945,2658.632812,result_Number0_for_WS500_NE30.csv,500,30
