mean_acc_[O_IFA],mean_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],mean_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],mean_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],mean_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],mean_kappa_[O_IFA],mean_kappa_[SADWIN_IFA],mean_kappa_[PADWIN_IFA],mean_kappa_[NDKSWIN_IFA],mean_kappa_m_[O_IFA],mean_kappa_m_[SADWIN_IFA],mean_kappa_m_[PADWIN_IFA],mean_kappa_m_[NDKSWIN_IFA],window,estimators
0.552055,0.548455,0.567257,0.555356,0.471026,0.460698,0.486907,0.474198,0.355059,0.347764,0.366937,0.357447,0.351499,0.343896,0.363473,0.353868,0.065063,0.043150,0.100218,0.072083,-0.161566,-0.170902,-0.122147,-0.153008,100,30
0.501450,0.517652,0.518952,0.516652,0.457362,0.476790,0.470687,0.463658,0.357866,0.378588,0.365944,0.358419,0.340747,0.360067,0.349028,0.341522,0.064953,0.114066,0.087983,0.068840,-0.292790,-0.250778,-0.247407,-0.253371,500,30
