# TEST CONFIGURATION BEGIN
# SEAGenerator(balance_classes=False, classification_function=0, noise_percentage=0.1, random_state=1)
# [O_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.1, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=1, n_estimators=30, n_estimators_updated=15, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='AnomalyRate', window_size=100)
# [SADWIN_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.1, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=1, n_estimators=30, n_estimators_updated=15, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='SADWIN', window_size=100)
# [PADWIN_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.1, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=1, n_estimators=30, n_estimators_updated=15, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='PADWIN', window_size=100)
# [NDKSWIN_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.1, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=2, n_estimators=30, n_estimators_updated=15, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='NDKSWIN', window_size=100)
# [PCA_NDKSWIN_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.1, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=2, n_estimators=30, n_estimators_updated=15, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='PCANDKSWIN', window_size=100)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=1000, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'true_vs_predicted', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=1000, output_file='results/Generator_2020-12-11 ' '14:48:40.330609/result_Number0_for_WS100_NE30.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],current_acc_[NDKSWIN_IFA],mean_acc_[PCA_NDKSWIN_IFA],current_acc_[PCA_NDKSWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],current_f1_[NDKSWIN_IFA],mean_f1_[PCA_NDKSWIN_IFA],current_f1_[PCA_NDKSWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],current_precision_[NDKSWIN_IFA],mean_precision_[PCA_NDKSWIN_IFA],current_precision_[PCA_NDKSWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],current_recall_[NDKSWIN_IFA],mean_recall_[PCA_NDKSWIN_IFA],current_recall_[PCA_NDKSWIN_IFA],true_value,predicted_value_[O_IFA],predicted_value_[SADWIN_IFA],predicted_value_[PADWIN_IFA],predicted_value_[NDKSWIN_IFA],predicted_value_[PCA_NDKSWIN_IFA],mean_kappa_[O_IFA],current_kappa_[O_IFA],mean_kappa_[SADWIN_IFA],current_kappa_[SADWIN_IFA],mean_kappa_[PADWIN_IFA],current_kappa_[PADWIN_IFA],mean_kappa_[NDKSWIN_IFA],current_kappa_[NDKSWIN_IFA],mean_kappa_[PCA_NDKSWIN_IFA],current_kappa_[PCA_NDKSWIN_IFA],mean_kappa_m_[O_IFA],current_kappa_m_[O_IFA],mean_kappa_m_[SADWIN_IFA],current_kappa_m_[SADWIN_IFA],mean_kappa_m_[PADWIN_IFA],current_kappa_m_[PADWIN_IFA],mean_kappa_m_[NDKSWIN_IFA],current_kappa_m_[NDKSWIN_IFA],mean_kappa_m_[PCA_NDKSWIN_IFA],current_kappa_m_[PCA_NDKSWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[NDKSWIN_IFA],testing_time_[NDKSWIN_IFA],total_running_time_[NDKSWIN_IFA],training_time_[PCA_NDKSWIN_IFA],testing_time_[PCA_NDKSWIN_IFA],total_running_time_[PCA_NDKSWIN_IFA],model_size_[O_IFA],model_size_[SADWIN_IFA],model_size_[PADWIN_IFA],model_size_[NDKSWIN_IFA],model_size_[PCA_NDKSWIN_IFA]
999,0.392392,0.392392,0.360360,0.360360,0.380380,0.380380,0.344344,0.344344,0.438438,0.438438,0.363224,0.363224,0.312067,0.312067,0.355754,0.355754,0.326834,0.326834,0.402772,0.402772,0.298541,0.298541,0.253269,0.253269,0.294969,0.294969,0.275795,0.275795,0.326604,0.326604,0.264721,0.264721,0.220535,0.220535,0.261498,0.261498,0.244238,0.244238,0.292734,0.292734,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,-0.083547,-0.083547,-0.199469,-0.199469,-0.090056,-0.090056,-0.128078,-0.128078,-0.016498,-0.016498,-0.785294,-0.785294,-0.879412,-0.879412,-0.820588,-0.820588,-0.926471,-0.926471,-0.650000,-0.650000,1.374844,54.655933,56.030777,0.616122,53.126604,53.742726,0.637430,52.592304,53.229734,0.217804,53.658505,53.876309,0.200288,52.839566,53.039854,610.049805,698.934570,648.286133,634.250000,678.482422
