id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],current_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],current_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],current_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],current_recall_[NDKSWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[NDKSWIN_IFA],testing_time_[NDKSWIN_IFA],total_running_time_[NDKSWIN_IFA],model_size_[O_IFA],model_size_[SADWIN_IFA],model_size_[PADWIN_IFA],model_size_[NDKSWIN_IFA],param,window,estimators
9999,0.917392,0.917392,0.931293,0.931293,0.925693,0.925693,0.900090,0.900090,0.720345,0.720345,0.742405,0.742405,0.733880,0.733880,0.695510,0.695510,0.496284,0.496284,0.514208,0.514208,0.506636,0.506636,0.478223,0.478223,0.629186,0.629186,0.633299,0.633299,0.633472,0.633472,0.622108,0.622108,6.181810,900.446626,906.628436,6.511262,907.708018,914.219280,6.348417,889.742807,896.091224,0.834441,866.075723,866.910164,479.841797,511.481445,493.997070,511.171875,result_Number0_for_WS100_NE30.csv,100,30
9999,0.928093,0.928093,0.932493,0.932493,0.929293,0.929293,0.929793,0.929793,0.796638,0.796638,0.810834,0.810834,0.802801,0.802801,0.802208,0.802208,0.590631,0.590631,0.600119,0.600119,0.589298,0.589298,0.594164,0.594164,0.606847,0.606847,0.618896,0.618896,0.619493,0.619493,0.611820,0.611820,7.718928,5460.168122,5467.887050,7.560244,5478.362726,5485.922970,7.466827,5485.076618,5492.543445,0.385803,5446.128451,5446.514255,1430.865234,1471.872070,1467.403320,1464.960938,result_Number0_for_WS500_NE30.csv,500,30
