# TEST CONFIGURATION BEGIN
# SEAGenerator(balance_classes=False, classification_function=0, noise_percentage=0.1, random_state=1)
# [IForestASD_AnomalyRate] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.1, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='AnomalyRate', window_size=100)
# [SADWIN_IForestASD] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.1, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='SADWIN', window_size=100)
# [PADWIN_IForestASD] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.1, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='PADWIN', window_size=100)
# [PMADWIN] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.1, n_estimators=30, n_estimators_updated=15, random_state=None, updated_randomly=True, version='PMADWIN', window_size=100)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=400, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'true_vs_predicted', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=400, output_file='results/Generator_2020-11-26 ' '16:19:26.898150/result_Number1_for_WS100_NE30.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[IForestASD_AnomalyRate],current_acc_[IForestASD_AnomalyRate],mean_acc_[SADWIN_IForestASD],current_acc_[SADWIN_IForestASD],mean_acc_[PADWIN_IForestASD],current_acc_[PADWIN_IForestASD],mean_acc_[PMADWIN],current_acc_[PMADWIN],mean_f1_[IForestASD_AnomalyRate],current_f1_[IForestASD_AnomalyRate],mean_f1_[SADWIN_IForestASD],current_f1_[SADWIN_IForestASD],mean_f1_[PADWIN_IForestASD],current_f1_[PADWIN_IForestASD],mean_f1_[PMADWIN],current_f1_[PMADWIN],mean_precision_[IForestASD_AnomalyRate],current_precision_[IForestASD_AnomalyRate],mean_precision_[SADWIN_IForestASD],current_precision_[SADWIN_IForestASD],mean_precision_[PADWIN_IForestASD],current_precision_[PADWIN_IForestASD],mean_precision_[PMADWIN],current_precision_[PMADWIN],mean_recall_[IForestASD_AnomalyRate],current_recall_[IForestASD_AnomalyRate],mean_recall_[SADWIN_IForestASD],current_recall_[SADWIN_IForestASD],mean_recall_[PADWIN_IForestASD],current_recall_[PADWIN_IForestASD],mean_recall_[PMADWIN],current_recall_[PMADWIN],true_value,predicted_value_[IForestASD_AnomalyRate],predicted_value_[SADWIN_IForestASD],predicted_value_[PADWIN_IForestASD],predicted_value_[PMADWIN],mean_kappa_[IForestASD_AnomalyRate],current_kappa_[IForestASD_AnomalyRate],mean_kappa_[SADWIN_IForestASD],current_kappa_[SADWIN_IForestASD],mean_kappa_[PADWIN_IForestASD],current_kappa_[PADWIN_IForestASD],mean_kappa_[PMADWIN],current_kappa_[PMADWIN],mean_kappa_m_[IForestASD_AnomalyRate],current_kappa_m_[IForestASD_AnomalyRate],mean_kappa_m_[SADWIN_IForestASD],current_kappa_m_[SADWIN_IForestASD],mean_kappa_m_[PADWIN_IForestASD],current_kappa_m_[PADWIN_IForestASD],mean_kappa_m_[PMADWIN],current_kappa_m_[PMADWIN],training_time_[IForestASD_AnomalyRate],testing_time_[IForestASD_AnomalyRate],total_running_time_[IForestASD_AnomalyRate],training_time_[SADWIN_IForestASD],testing_time_[SADWIN_IForestASD],total_running_time_[SADWIN_IForestASD],training_time_[PADWIN_IForestASD],testing_time_[PADWIN_IForestASD],total_running_time_[PADWIN_IForestASD],training_time_[PMADWIN],testing_time_[PMADWIN],total_running_time_[PMADWIN],model_size_[IForestASD_AnomalyRate],model_size_[SADWIN_IForestASD],model_size_[PADWIN_IForestASD],model_size_[PMADWIN]
399,0.365915,0.365915,0.373434,0.373434,0.345865,0.345865,0.368421,0.368421,0.370701,0.370701,0.380003,0.380003,0.345472,0.345472,0.370858,0.370858,0.337479,0.337479,0.346632,0.346632,0.313403,0.313403,0.335836,0.335836,0.251281,0.251281,0.258744,0.258744,0.231381,0.231381,0.250080,0.250080,1.000000,1.000000,0.000000,1.000000,1.000000,0.006241,0.006241,0.021809,0.021809,-0.035869,-0.035869,0.003745,0.003745,-0.888060,-0.888060,-0.865672,-0.865672,-0.947761,-0.947761,-0.880597,-0.880597,0.716311,14.829696,15.546007,0.518594,19.511598,20.030192,0.463260,27.868619,28.331878,0.456900,27.965439,28.422338,619.015625,617.416992,1772.405273,1774.296875
