# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=None, drift_stream=AGRAWALGenerator(balance_classes=False, classification_function=3, perturbation=0.0, random_state=112), position=100, random_state=None, stream=AGRAWALGenerator(balance_classes=False, classification_function=0, perturbation=0.0, random_state=1), width=50)
# [IForestASD_AnomalyRate] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.7, n_estimators=30, random_state=None, version='AnomalyRate', window_size=100)
# [IForestASD_ADWIN] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.7, n_estimators=30, random_state=None, version='ADWIN', window_size=100)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=400, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'true_vs_predicted', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=400, output_file='results/DriftStreamGenerator_2020-11-16 ' '13:05:03.340655/result_for_WS100_NE30.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[IForestASD_AnomalyRate],current_acc_[IForestASD_AnomalyRate],mean_acc_[IForestASD_ADWIN],current_acc_[IForestASD_ADWIN],mean_f1_[IForestASD_AnomalyRate],current_f1_[IForestASD_AnomalyRate],mean_f1_[IForestASD_ADWIN],current_f1_[IForestASD_ADWIN],mean_precision_[IForestASD_AnomalyRate],current_precision_[IForestASD_AnomalyRate],mean_precision_[IForestASD_ADWIN],current_precision_[IForestASD_ADWIN],mean_recall_[IForestASD_AnomalyRate],current_recall_[IForestASD_AnomalyRate],mean_recall_[IForestASD_ADWIN],current_recall_[IForestASD_ADWIN],true_value,predicted_value_[IForestASD_AnomalyRate],predicted_value_[IForestASD_ADWIN],mean_kappa_[IForestASD_AnomalyRate],current_kappa_[IForestASD_AnomalyRate],mean_kappa_[IForestASD_ADWIN],current_kappa_[IForestASD_ADWIN],mean_kappa_m_[IForestASD_AnomalyRate],current_kappa_m_[IForestASD_AnomalyRate],mean_kappa_m_[IForestASD_ADWIN],current_kappa_m_[IForestASD_ADWIN],training_time_[IForestASD_AnomalyRate],testing_time_[IForestASD_AnomalyRate],total_running_time_[IForestASD_AnomalyRate],training_time_[IForestASD_ADWIN],testing_time_[IForestASD_ADWIN],total_running_time_[IForestASD_ADWIN],model_size_[IForestASD_AnomalyRate],model_size_[IForestASD_ADWIN]
399,0.395990,0.395990,0.393484,0.393484,0.371724,0.371724,0.382391,0.382391,0.325816,0.325816,0.334482,0.334482,0.243818,0.243818,0.251580,0.251580,0.000000,0.000000,0.000000,-0.021154,-0.021154,-0.002929,-0.002929,-0.709220,-0.709220,-0.716312,-0.716312,0.530569,36.641164,37.171733,0.594278,24.799214,25.393492,1807.297852,1224.913086
