0,1,2,3,4,5,6,7
AnomalyRate,samples_seen_AnomalyRate,SADWIN,samples_seen_SADWIN,PADWIN,samples_seen_PADWIN,NDKSWIN,samples_seen_NDKSWIN
1,50,0,50,0,50,0,50
1,100,0,100,0,100,0,100
1,150,0,150,0,150,1,150
1,200,0,200,0,200,0,200
1,250,0,250,0,250,0,250
1,300,0,300,0,300,0,300
1,350,0,350,0,350,0,350
1,400,0,400,0,400,0,400
1,450,0,450,0,450,0,450
1,500,0,500,0,500,0,500
1,550,0,550,0,550,0,550
1,600,0,600,0,600,1,600
1,650,0,650,0,650,0,650
1,700,0,700,0,700,0,700
1,750,0,750,0,750,0,750
1,800,0,800,0,800,1,800
1,850,0,850,0,850,0,850
1,900,0,900,0,900,0,900
1,950,0,950,0,950,0,950
1,1000,0,1000,0,1000,0,1000
1,1050,0,1050,0,1050,1,1050
1,1100,0,1100,0,1100,0,1100
1,1150,0,1150,0,1150,0,1150
1,1200,0,1200,0,1200,0,1200
1,1250,0,1250,0,1250,0,1250
1,1300,0,1300,0,1300,0,1300
1,1350,0,1350,0,1350,0,1350
1,1400,0,1400,0,1400,0,1400
1,1450,0,1450,0,1450,0,1450
1,1500,0,1500,0,1500,0,1500
1,1550,0,1550,0,1550,0,1550
1,1600,0,1600,0,1600,0,1600
1,1650,0,1650,0,1650,1,1650
1,1700,0,1700,0,1700,0,1700
1,1750,0,1750,0,1750,0,1750
1,1800,0,1800,0,1800,0,1800
1,1850,0,1850,0,1850,0,1850
1,1900,0,1900,0,1900,1,1900
1,1950,0,1950,0,1950,0,1950
1,2000,0,2000,0,2000,0,2000
1,2050,0,2050,0,2050,0,2050
1,2100,0,2100,0,2100,0,2100
1,2150,0,2150,0,2150,0,2150
1,2200,0,2200,0,2200,0,2200
1,2250,0,2250,0,2250,0,2250
1,2300,0,2300,0,2300,1,2300
1,2350,0,2350,0,2350,0,2350
1,2400,0,2400,0,2400,0,2400
1,2450,0,2450,0,2450,0,2450
1,2500,0,2500,0,2500,0,2500
1,2550,0,2550,0,2550,0,2550
1,2600,0,2600,0,2600,1,2600
1,2650,0,2650,0,2650,0,2650
1,2700,0,2700,0,2700,0,2700
1,2750,0,2750,0,2750,0,2750
1,2800,0,2800,0,2800,0,2800
1,2850,0,2850,0,2850,0,2850
1,2900,0,2900,0,2900,1,2900
1,2950,0,2950,0,2950,0,2950
1,3000,0,3000,0,3000,0,3000
1,3050,0,3050,0,3050,0,3050
1,3100,0,3100,0,3100,0,3100
1,3150,0,3150,0,3150,0,3150
1,3200,0,3200,0,3200,0,3200
1,3250,0,3250,0,3250,0,3250
1,3300,0,3300,0,3300,1,3300
1,3350,0,3350,0,3350,0,3350
1,3400,0,3400,0,3400,0,3400
1,3450,0,3450,0,3450,0,3450
1,3500,0,3500,0,3500,0,3500
1,3550,0,3550,0,3550,0,3550
1,3600,0,3600,0,3600,1,3600
1,3650,0,3650,0,3650,0,3650
1,3700,0,3700,0,3700,0,3700
1,3750,0,3750,0,3750,0,3750
1,3800,0,3800,0,3800,1,3800
1,3850,0,3850,0,3850,0,3850
1,3900,0,3900,0,3900,0,3900
1,3950,0,3950,0,3950,0,3950
1,4000,0,4000,0,4000,0,4000
1,4050,0,4050,0,4050,1,4050
1,4100,0,4100,0,4100,0,4100
1,4150,0,4150,0,4150,0,4150
1,4200,0,4200,0,4200,0,4200
0,4250,0,4250,0,4250,0,4250
1,4300,0,4300,0,4300,1,4300
1,4350,0,4350,0,4350,0,4350
1,4400,0,4400,0,4400,0,4400
1,4450,0,4450,0,4450,0,4450
1,4500,0,4500,0,4500,0,4500
1,4550,0,4550,0,4550,1,4550
1,4600,0,4600,0,4600,0,4600
1,4650,0,4650,0,4650,0,4650
1,4700,0,4700,0,4700,0,4700
1,4750,0,4750,0,4750,0,4750
1,4800,0,4800,0,4800,1,4800
1,4850,0,4850,0,4850,0,4850
1,4900,0,4900,0,4900,0,4900
1,4950,0,4950,0,4950,0,4950
1,5000,0,5000,0,5000,0,5000
1,5050,0,5050,0,5050,0,5050
1,5100,0,5100,0,5100,0,5100
1,5150,0,5150,0,5150,0,5150
1,5200,0,5200,0,5200,1,5200
1,5250,0,5250,0,5250,0,5250
1,5300,0,5300,0,5300,0,5300
1,5350,0,5350,0,5350,0,5350
1,5400,0,5400,0,5400,1,5400
1,5450,0,5450,0,5450,0,5450
1,5500,0,5500,0,5500,0,5500
1,5550,0,5550,0,5550,0,5550
1,5600,0,5600,0,5600,0,5600
1,5650,0,5650,0,5650,0,5650
1,5700,0,5700,0,5700,1,5700
1,5750,0,5750,0,5750,0,5750
1,5800,0,5800,0,5800,0,5800
1,5850,0,5850,0,5850,0,5850
1,5900,0,5900,0,5900,0,5900
1,5950,0,5950,0,5950,0,5950
1,6000,0,6000,0,6000,0,6000
1,6050,0,6050,0,6050,0,6050
