# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=None, drift_stream=AGRAWALGenerator(balance_classes=False, classification_function=3, perturbation=0.0, random_state=112), position=110, random_state=None, stream=AGRAWALGenerator(balance_classes=False, classification_function=0, perturbation=0.0, random_state=1), width=50)
# [IForestASD_AnomalyRate] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.7, n_estimators=30, random_state=None, version='AnomalyRate', window_size=100)
# [SADWIN_IForestASD] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.7, n_estimators=30, random_state=None, version='SADWIN', window_size=100)
# [PADWIN_IForestASD] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.7, n_estimators=30, random_state=None, version='PADWIN', window_size=100)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=400, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'true_vs_predicted', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=400, output_file='results/DriftStreamGenerator_2020-11-21 ' '22:30:30.879870/result_Number1_for_WS100_NE30.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[IForestASD_AnomalyRate],current_acc_[IForestASD_AnomalyRate],mean_acc_[SADWIN_IForestASD],current_acc_[SADWIN_IForestASD],mean_acc_[PADWIN_IForestASD],current_acc_[PADWIN_IForestASD],mean_f1_[IForestASD_AnomalyRate],current_f1_[IForestASD_AnomalyRate],mean_f1_[SADWIN_IForestASD],current_f1_[SADWIN_IForestASD],mean_f1_[PADWIN_IForestASD],current_f1_[PADWIN_IForestASD],mean_precision_[IForestASD_AnomalyRate],current_precision_[IForestASD_AnomalyRate],mean_precision_[SADWIN_IForestASD],current_precision_[SADWIN_IForestASD],mean_precision_[PADWIN_IForestASD],current_precision_[PADWIN_IForestASD],mean_recall_[IForestASD_AnomalyRate],current_recall_[IForestASD_AnomalyRate],mean_recall_[SADWIN_IForestASD],current_recall_[SADWIN_IForestASD],mean_recall_[PADWIN_IForestASD],current_recall_[PADWIN_IForestASD],true_value,predicted_value_[IForestASD_AnomalyRate],predicted_value_[SADWIN_IForestASD],predicted_value_[PADWIN_IForestASD],mean_kappa_[IForestASD_AnomalyRate],current_kappa_[IForestASD_AnomalyRate],mean_kappa_[SADWIN_IForestASD],current_kappa_[SADWIN_IForestASD],mean_kappa_[PADWIN_IForestASD],current_kappa_[PADWIN_IForestASD],mean_kappa_m_[IForestASD_AnomalyRate],current_kappa_m_[IForestASD_AnomalyRate],mean_kappa_m_[SADWIN_IForestASD],current_kappa_m_[SADWIN_IForestASD],mean_kappa_m_[PADWIN_IForestASD],current_kappa_m_[PADWIN_IForestASD],training_time_[IForestASD_AnomalyRate],testing_time_[IForestASD_AnomalyRate],total_running_time_[IForestASD_AnomalyRate],training_time_[SADWIN_IForestASD],testing_time_[SADWIN_IForestASD],total_running_time_[SADWIN_IForestASD],training_time_[PADWIN_IForestASD],testing_time_[PADWIN_IForestASD],total_running_time_[PADWIN_IForestASD],model_size_[IForestASD_AnomalyRate],model_size_[SADWIN_IForestASD],model_size_[PADWIN_IForestASD]
399,0.411028,0.411028,0.416040,0.416040,0.453634,0.453634,0.403668,0.403668,0.412381,0.412381,0.432575,0.432575,0.351224,0.351224,0.359766,0.359766,0.380032,0.380032,0.267001,0.267001,0.271478,0.271478,0.291565,0.291565,1.000000,1.000000,1.000000,1.000000,0.049133,0.049133,0.059743,0.059743,0.109275,0.109275,-0.291209,-0.291209,-0.280220,-0.280220,-0.197802,-0.197802,0.436475,28.122847,28.559322,0.483753,28.046473,28.530226,0.453318,27.862373,28.315691,1766.958984,1755.040039,1800.512695
