# TEST CONFIGURATION BEGIN
# FileStream(filename='ForestCover.csv', target_idx=-1, n_targets=1, cat_features=None)
# [IForestASD_AnomalyRate] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.96, n_estimators=30, random_state=None, version='AnomalyRate', window_size=100)
# [IForestASD_ADWIN] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.96, n_estimators=30, random_state=None, version='ADWIN', window_size=100)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=400, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'true_vs_predicted', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=400, output_file='results/ForestCover_2020-11-05 ' '03:24:59.850150/result_for_WS100_NE30.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[IForestASD_AnomalyRate],current_acc_[IForestASD_AnomalyRate],mean_acc_[IForestASD_ADWIN],current_acc_[IForestASD_ADWIN],mean_f1_[IForestASD_AnomalyRate],current_f1_[IForestASD_AnomalyRate],mean_f1_[IForestASD_ADWIN],current_f1_[IForestASD_ADWIN],mean_precision_[IForestASD_AnomalyRate],current_precision_[IForestASD_AnomalyRate],mean_precision_[IForestASD_ADWIN],current_precision_[IForestASD_ADWIN],mean_recall_[IForestASD_AnomalyRate],current_recall_[IForestASD_AnomalyRate],mean_recall_[IForestASD_ADWIN],current_recall_[IForestASD_ADWIN],true_value,predicted_value_[IForestASD_AnomalyRate],predicted_value_[IForestASD_ADWIN],mean_kappa_[IForestASD_AnomalyRate],current_kappa_[IForestASD_AnomalyRate],mean_kappa_[IForestASD_ADWIN],current_kappa_[IForestASD_ADWIN],mean_kappa_m_[IForestASD_AnomalyRate],current_kappa_m_[IForestASD_AnomalyRate],mean_kappa_m_[IForestASD_ADWIN],current_kappa_m_[IForestASD_ADWIN],training_time_[IForestASD_AnomalyRate],testing_time_[IForestASD_AnomalyRate],total_running_time_[IForestASD_AnomalyRate],training_time_[IForestASD_ADWIN],testing_time_[IForestASD_ADWIN],total_running_time_[IForestASD_ADWIN],model_size_[IForestASD_AnomalyRate],model_size_[IForestASD_ADWIN]
399,0.456140,0.456140,0.461153,0.461153,0.278447,0.278447,0.280541,0.280541,0.333333,0.333333,0.333333,0.333333,0.152047,0.152047,0.153718,0.153718,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.324563,157.710250,159.034813,1.358535,160.140872,161.499407,1550.450195,1503.385742
