# TEST CONFIGURATION BEGIN
# FileStream(filename='SMTP.csv', target_idx=-1, n_targets=1, cat_features=None)
# [O_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.03, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=1, n_estimators=20, n_estimators_updated=10, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='AnomalyRate', window_size=50)
# [SADWIN_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.03, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=1, n_estimators=20, n_estimators_updated=10, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='SADWIN', window_size=50)
# [PADWIN_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.03, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=1, n_estimators=20, n_estimators_updated=10, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='PADWIN', window_size=50)
# [NDKSWIN_IFA] IsolationForestStream(alpha=0.01, anomaly_threshold=0.5, data=None, drift_threshold=0.03, fixed_checked_dimension=False, fixed_checked_sample=False, n_dimensions=2, n_estimators=20, n_estimators_updated=10, n_tested_samples=0.1, random_state=None, updated_randomly=True, version='NDKSWIN', window_size=50)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=1000, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'running_time', 'model_size'], n_wait=1000, output_file='results/SMTP_2020-12-13 ' '13:40:35.165490/result_Number0_for_WS50_NE20.csv', pretrain_size=1, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[O_IFA],current_acc_[O_IFA],mean_acc_[SADWIN_IFA],current_acc_[SADWIN_IFA],mean_acc_[PADWIN_IFA],current_acc_[PADWIN_IFA],mean_acc_[NDKSWIN_IFA],current_acc_[NDKSWIN_IFA],mean_f1_[O_IFA],current_f1_[O_IFA],mean_f1_[SADWIN_IFA],current_f1_[SADWIN_IFA],mean_f1_[PADWIN_IFA],current_f1_[PADWIN_IFA],mean_f1_[NDKSWIN_IFA],current_f1_[NDKSWIN_IFA],mean_precision_[O_IFA],current_precision_[O_IFA],mean_precision_[SADWIN_IFA],current_precision_[SADWIN_IFA],mean_precision_[PADWIN_IFA],current_precision_[PADWIN_IFA],mean_precision_[NDKSWIN_IFA],current_precision_[NDKSWIN_IFA],mean_recall_[O_IFA],current_recall_[O_IFA],mean_recall_[SADWIN_IFA],current_recall_[SADWIN_IFA],mean_recall_[PADWIN_IFA],current_recall_[PADWIN_IFA],mean_recall_[NDKSWIN_IFA],current_recall_[NDKSWIN_IFA],training_time_[O_IFA],testing_time_[O_IFA],total_running_time_[O_IFA],training_time_[SADWIN_IFA],testing_time_[SADWIN_IFA],total_running_time_[SADWIN_IFA],training_time_[PADWIN_IFA],testing_time_[PADWIN_IFA],total_running_time_[PADWIN_IFA],training_time_[NDKSWIN_IFA],testing_time_[NDKSWIN_IFA],total_running_time_[NDKSWIN_IFA],model_size_[O_IFA],model_size_[SADWIN_IFA],model_size_[PADWIN_IFA],model_size_[NDKSWIN_IFA]
999,0.498498,0.498498,0.431431,0.431431,0.461461,0.461461,0.393393,0.393393,0.295703,0.295703,0.267910,0.267910,0.280670,0.280670,0.250958,0.250958,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.166166,0.166166,0.143810,0.143810,0.153820,0.153820,0.131131,0.131131,0.443632,19.011020,19.454652,0.332493,18.067830,18.400323,0.299798,17.355858,17.655656,0.079058,18.172919,18.251976,135.655273,143.493164,131.407227,121.226562
